# milli_time node_id temp hum light
1042835 83 1958 6516 22
1042838 123 2040 6525 30
1042839 72 2086 6402 59
1042861 131 1554 6890 35
1042864 43 2439 6037 18
1042896 135 1843 6537 25
1042902 74 2164 6510 36
1042915 129 1921 6558 22
1042927 71 1971 6450 26
1042936 54 2073 6292 24
1042975 75 1886 6504 32
1042979 81 2189 6457 4
1042991 76 1939 6496 4
1042999 69 2366 6122 2
1043031 48 1898 6387 21
1043053 136 1950 6560 23
1043056 138 1402 6920 27
1043060 133 1434 7030 29
1043068 137 1912 6575 3
1043070 132 2020 6470 21
1043078 134 1720 6489 0
1043126 46 2180 6213 20
1043135 65 1960 6440 37
1043136 55 2036 6429 25
1043150 73 1876 6545 43
1043154 42 2511 6009 25
1043175 63 1761 6504 28
1043187 66 1919 6440 21
1043234 82 2004 6475 23
1043245 41 1873 6390 25
1043250 40 2314 6099 17
1043274 122 1506 6826 18
1043276 116 1864 6558 1
1043317 72 2084 6400 58
1043329 83 1957 6515 22
1043330 123 2042 6527 33
1043341 43 2439 6035 15
1043354 131 1556 6891 35
1043388 135 1844 6540 22
1043396 74 2164 6508 33
1043408 129 1921 6561 27
1043421 71 1971 6448 27
1043430 54 2072 6290 24
1043454 75 1887 6505 34
1043472 81 2188 6455 4
1043485 76 1938 6497 4
1043497 69 2365 6119 1
1043508 48 1897 6385 26
1043533 138 1402 6924 25
1043545 137 1913 6576 3
1043546 136 1953 6561 21
1043553 133 1434 7033 24
1043563 132 2022 6473 23
1043571 134 1720 6491 3
1043604 46 2180 6212 21
1043613 55 2035 6427 24
1043628 73 1878 6548 46
1043629 65 1960 6441 37
1043632 42 2510 6006 24
1043653 63 1761 6506 22
1043681 66 1920 6442 21
1043712 82 2005 6477 20
1043728 40 2316 6100 18
1043739 41 1874 6392 20
1043768 122 1504 6824 22
1043770 116 1862 6556 1
1043807 123 2043 6524 29
1043811 72 2086 6401 57
1043823 83 1958 6516 20
1043831 131 1556 6889 35
1043834 43 2440 6037 17
1043865 135 1842 6537 21
1043885 129 1918 6558 23
1043890 74 2166 6510 33
1043899 71 1971 6450 28
1043908 54 2072 6292 26
1043948 75 1886 6504 32
1043965 81 2188 6456 4
1043972 69 2367 6122 3
1043978 76 1939 6496 3
1044002 48 1899 6388 23
1044026 138 1402 6921 27
1044039 137 1912 6574 0
1044039 136 1950 6561 23
1044047 133 1434 7030 28
1044057 132 2022 6471 23
1044065 134 1718 6490 2
1044099 46 2180 6214 22
1044107 55 2036 6429 26
1044121 73 1877 6545 45
1044123 65 1960 6439 32
1044125 42 2511 6008 21
1044146 63 1759 6504 25
1044159 66 1919 6439 20
1044206 82 2006 6476 21
1044217 41 1872 6392 19
1044223 40 2315 6099 17
1044248 116 1861 6558 2
1044261 122 1506 6825 22
1044300 123 2046 6527 29
1044301 83 1957 6514 22
1044304 72 2084 6400 58
1044324 131 1557 6892 38
1044327 43 2439 6035 13
1044358 135 1844 6540 23
1044367 74 2166 6510 34
1044378 129 1919 6561 20
1044393 71 1970 6450 27
1044402 54 2072 6290 24
1044442 75 1886 6506 33
1044443 81 2188 6455 4
1044456 76 1939 6497 2
1044466 69 2366 6119 1
1044495 48 1898 6384 22
1044516 136 1952 6561 20
1044519 138 1403 6922 27
1044524 133 1432 7033 24
1044532 137 1914 6576 4
1044534 132 2025 6472 25
1044542 134 1719 6491 5
1044593 46 2180 6212 20
1044600 55 2036 6427 25
1044601 65 1961 6442 36
1044614 73 1878 6548 43
1044619 42 2509 6006 20
1044640 63 1760 6505 26
1044652 66 1920 6443 20
1044700 82 2007 6478 20
1044711 41 1874 6392 20
1044717 40 2316 6100 19
1044739 122 1505 6823 21
1044742 116 1858 6556 1
1044782 72 2086 6402 60
1044793 123 2045 6525 29
1044795 83 1958 6517 23
1044817 131 1555 6890 36
1044820 43 2439 6035 16
1044850 135 1843 6538 22
1044861 74 2168 6512 35
1044872 129 1916 6557 23
1044886 71 1971 6450 23
1044895 54 2072 6290 27
1044921 75 1886 6504 32
1044936 81 2188 6456 4
1044950 76 1938 6495 5
1044961 69 2367 6120 2
1044973 48 1899 6385 23
1044996 138 1403 6920 28
1045009 136 1950 6560 24
1045010 137 1913 6574 3
1045018 133 1433 7030 26
1045028 132 2025 6469 24
1045036 134 1718 6490 0
1045071 46 2181 6212 19
1045078 55 2035 6428 24
1045092 73 1877 6546 46
1045095 65 1960 6439 36
1045096 42 2511 6008 20
1045117 63 1758 6503 28
1045146 66 1919 6440 17
1045178 82 2007 6474 19
1045190 41 1873 6391 16
1045195 40 2314 6099 18
1045233 122 1507 6826 23
1045236 116 1858 6556 1
1045273 83 1956 6514 22
1045276 72 2085 6400 57
1045286 123 2046 6526 29
1045295 131 1557 6892 36
1045297 43 2438 6035 20
1045343 135 1845 6540 23
1045349 129 1917 6560 22
1045355 74 2167 6510 34
1045364 71 1970 6449 26
1045373 54 2072 6290 22
1045415 75 1887 6507 33
1045430 81 2188 6456 2
1045439 69 2367 6120 2
1045444 76 1938 6496 2
1045466 48 1898 6384 20
1045489 138 1404 6924 27
1045502 136 1951 6562 22
1045503 137 1915 6576 4
1045511 133 1432 7031 28
1045521 132 2028 6472 22
1045530 134 1718 6490 2
1045565 46 2180 6210 19
1045571 55 2035 6427 25
1045585 73 1879 6549 47
1045588 65 1961 6441 36
1045590 42 2509 6007 23
1045611 63 1759 6506 25
1045624 66 1919 6442 19
1045672 82 2007 6476 21
1045684 41 1874 6392 20
1045689 40 2315 6100 17
1045714 116 1855 6557 0
1045727 122 1505 6823 21
1045762 123 2044 6524 31
1045767 83 1957 6517 22
1045770 72 2086 6402 58
1045788 131 1555 6890 35
1045790 43 2440 6036 16
1045820 135 1844 6538 23
1045833 74 2169 6510 34
1045842 129 1915 6557 23
1045858 71 1970 6452 27
1045866 54 2072 6291 24
1045907 81 2189 6457 4
1045910 75 1886 6504 33
1045922 76 1938 6496 2
1045933 69 2367 6121 1
1045960 48 1899 6385 19
1045979 136 1949 6562 22
1045981 138 1404 6921 27
1045989 133 1433 7027 28
1045997 137 1916 6575 4
1045998 132 2028 6470 22
1046007 134 1717 6490 4
1046043 46 2181 6212 20
1046065 55 2036 6430 24
1046066 65 1960 6440 36
1046079 73 1878 6545 47
1046083 42 2510 6008 25
1046104 63 1756 6503 28
1046118 66 1918 6440 21
1046165 82 2007 6475 23
1046178 41 1873 6390 20
1046183 40 2314 6098 17
1046204 122 1506 6826 23
1046208 116 1855 6559 1
1046248 72 2084 6400 57
1046255 123 2044 6528 31
1046261 83 1957 6515 22
1046281 131 1557 6892 35
1046283 43 2439 6035 14
1046312 135 1845 6540 25
1046327 74 2169 6510 36
1046335 129 1916 6558 23
1046344 54 2071 6289 24
1046352 71 1969 6450 28
1046388 75 1886 6505 33
1046401 81 2188 6456 4
1046412 69 2366 6119 0
1046416 76 1939 6496 2
1046437 48 1898 6383 24
1046473 136 1950 6563 22
1046474 138 1405 6922 26
1046475 137 1916 6576 3
1046482 133 1432 7030 28
1046492 132 2031 6472 22
1046501 134 1717 6490 2
1046537 46 2179 6211 20
1046543 55 2036 6428 25
1046560 65 1961 6442 36
1046561 42 2509 6006 22
1046572 73 1879 6549 50
1046582 63 1757 6505 25
1046612 66 1919 6442 21
1046643 82 2007 6476 15
1046656 41 1874 6392 20
1046661 40 2315 6100 17
1046698 122 1504 6823 22
1046702 116 1853 6557 1
1046738 83 1958 6517 22
1046741 72 2085 6402 58
1046748 123 2041 6525 29
1046760 43 2440 6035 12
1046774 131 1556 6889 34
1046805 135 1843 6540 22
1046814 129 1913 6557 23
1046821 74 2171 6511 33
1046830 71 1970 6451 26
1046838 54 2072 6290 23
1046882 75 1886 6504 33
1046894 81 2189 6456 4
1046906 69 2367 6121 5
1046910 76 1938 6493 2
1046931 48 1899 6384 24
1046951 138 1404 6920 27
1046966 136 1948 6562 21
1046968 137 1916 6574 4
1046976 133 1432 7027 25
1046985 132 2030 6470 23
1046994 134 1716 6489 3
1047031 46 2180 6214 18
1047036 55 2037 6429 26
1047049 73 1879 6544 46
1047054 65 1961 6440 37
1047054 42 2511 6010 19
1047075 63 1754 6503 26
1047090 66 1918 6441 19
1047137 82 2007 6475 20
1047150 41 1873 6392 20
1047156 40 2313 6098 18
1047180 116 1853 6558 1
1047192 122 1504 6825 22
1047237 83 1956 6514 23
1047237 72 2084 6400 57
1047241 123 2041 6526 28
1047251 131 1558 6892 36
1047253 43 2439 6034 15
1047298 135 1843 6541 21
1047299 74 2171 6510 35
1047306 129 1913 6559 24
1047324 71 1970 6449 26
1047331 54 2072 6288 24
1047361 75 1886 6506 33
1047371 81 2188 6455 4
1047387 76 1939 6495 1
1047401 69 2366 6120 2
1047424 48 1898 6385 19
1047443 136 1950 6563 22
1047444 138 1404 6922 27
1047454 133 1433 7031 30
1047462 137 1917 6576 4
1047463 132 2032 6473 22
1047472 134 1718 6489 0
1047509 46 2180 6213 23
1047530 55 2036 6428 29
1047532 65 1961 6441 36
1047543 73 1881 6548 46
1047548 42 2509 6007 20
1047569 63 1755 6504 25
1047583 66 1918 6442 19
1047631 82 2007 6478 21
1047634 40 2315 6100 18
1047644 41 1875 6392 20
1047670 122 1502 6822 21
1047674 116 1852 6558 0
1047713 72 2085 6402 62
1047718 123 2039 6524 30
1047726 83 1958 6516 20
1047744 131 1558 6890 36
1047746 43 2440 6036 15
1047775 135 1842 6540 21
1047793 74 2175 6511 35
1047799 129 1912 6558 22
1047809 54 2072 6291 24
1047817 71 1970 6451 27
1047855 75 1885 6504 33
1047865 81 2187 6458 4
1047879 69 2368 6122 2
1047881 76 1938 6495 1
1047918 48 1900 6385 21
1047936 136 1947 6562 22
1047937 138 1404 6919 29
1047939 137 1916 6574 4
1047947 133 1432 7027 27
1047956 132 2032 6471 24
1047966 134 1717 6488 4
1048003 46 2180 6213 20
1048007 55 2037 6430 25
1048020 73 1879 6544 46
1048026 65 1961 6438 35
1048041 42 2511 6010 23
1048047 63 1753 6503 24
1048077 66 1917 6440 21
1048109 82 2007 6475 21
1048122 41 1874 6391 16
1048128 40 2314 6098 18
1048163 122 1502 6824 22
1048168 116 1853 6559 0
1048204 83 1956 6514 22
1048207 72 2084 6400 57
1048210 123 2040 6526 26
1048223 43 2439 6035 17
1048237 131 1560 6892 35
1048267 135 1842 6542 23
1048271 74 2175 6510 33
1048276 129 1911 6559 22
1048295 71 1968 6449 27
1048303 54 2073 6289 24
1048350 75 1886 6505 33
1048358 81 2188 6455 4
1048373 69 2367 6120 3
1048375 76 1939 6496 3
1048395 48 1898 6383 20
1048414 138 1405 6921 28
1048429 136 1950 6563 21
1048433 137 1917 6576 2
1048441 133 1432 7031 29
1048450 132 2033 6472 22
1048459 134 1718 6490 2
1048497 46 2180 6212 20
1048501 55 2036 6428 28
1048504 65 1962 6442 37
1048514 73 1882 6548 45
1048519 42 2509 6006 25
1048540 63 1753 6505 21
1048555 66 1918 6441 20
1048603 82 2007 6476 20
1048617 41 1876 6393 20
1048622 40 2315 6100 18
1048646 116 1852 6557 1
1048657 122 1499 6822 22
1048698 83 1958 6515 23
1048701 72 2085 6401 54
1048703 123 2037 6523 30
1048714 131 1559 6890 35
1048716 43 2439 6035 15
1048760 135 1841 6540 21
1048765 74 2177 6512 37
1048770 129 1910 6557 22
1048789 71 1970 6452 27
1048797 54 2074 6291 24
1048828 75 1885 6503 35
1048852 81 2187 6457 4
1048852 69 2368 6122 0
1048853 76 1938 6495 2
1048889 48 1900 6382 21
1048907 138 1404 6918 26
1048918 133 1432 7028 29
1048922 136 1947 6562 19
1048926 137 1916 6575 4
1048927 132 2032 6471 23
1048937 134 1718 6490 3
1048975 46 2181 6213 20
1048994 55 2037 6429 25
1048998 65 1960 6439 36
1049007 73 1881 6546 46
1049013 42 2511 6008 23
1049034 63 1752 6502 25
1049049 66 1917 6439 20
1049081 82 2006 6475 19
1049095 41 1876 6392 20
1049100 40 2315 6099 17
1049135 122 1498 6824 21
1049140 116 1854 6559 1
1049178 72 2083 6400 58
1049180 123 2038 6526 30
1049192 83 1957 6513 17
1049207 131 1562 6892 36
1049209 43 2439 6032 14
1049236 135 1842 6542 21
1049259 74 2177 6511 34
1049263 129 1909 6560 24
1049274 54 2073 6289 23
1049283 71 1969 6449 27
1049322 75 1887 6506 33
1049329 81 2185 6456 4
1049346 69 2367 6120 1
1049347 76 1938 6495 2
1049367 48 1899 6382 24
1049399 136 1948 6563 21
1049399 138 1407 6919 27
1049404 137 1916 6576 4
1049412 133 1433 7031 23
1049420 132 2033 6473 22
1049431 134 1718 6490 2
1049469 46 2180 6212 20
1049472 55 2036 6429 26
1049492 65 1962 6442 36
1049500 73 1883 6548 47
1049506 42 2509 6007 21
1049511 63 1751 6504 25
1049543 66 1917 6441 19
1049575 82 2008 6476 19
1049589 41 1877 6392 20
1049594 40 2316 6100 17
1049628 122 1496 6822 21
1049634 116 1854 6557 1
1049670 83 1958 6515 27
1049672 72 2085 6402 58
1049673 123 2035 6524 28
1049700 131 1561 6891 36
1049702 43 2439 6034 13
1049729 135 1841 6540 22
1049736 74 2179 6514 40
1049740 129 1907 6557 23
1049761 71 1969 6451 26
1049768 54 2074 6291 23
1049801 75 1885 6505 32
1049823 81 2186 6458 4
1049840 69 2368 6121 1
1049841 76 1938 6494 2
1049860 48 1901 6384 24
1049892 136 1946 6562 19
1049892 138 1408 6919 24
1049898 137 1915 6575 4
1049905 133 1432 7027 28
1049914 132 2032 6471 24
1049924 134 1718 6488 2
1049963 46 2181 6212 19
1049965 55 2038 6430 25
1049969 65 1961 6439 36
1049978 73 1882 6546 46
1049984 42 2511 6009 22
1050005 63 1751 6503 24
1050021 66 1916 6440 20
1050069 82 2007 6474 18
1050083 41 1875 6391 23
1050088 40 2315 6099 18
1050112 116 1856 6558 0
1050122 122 1496 6825 21
1050164 83 1956 6513 24
1050165 123 2036 6525 29
1050166 72 2084 6400 56
1050178 131 1564 6892 35
1050179 43 2438 6034 16
1050222 135 1843 6542 21
1050230 74 2179 6511 37
1050233 129 1906 6559 23
1050255 71 1968 6449 27
1050261 54 2074 6289 24
1050295 75 1886 6505 33
1050300 81 2185 6456 2
1050319 76 1938 6496 1
1050319 69 2368 6120 2
1050354 48 1899 6383 21
1050369 138 1410 6919 27
1050383 133 1433 7032 27
1050385 136 1948 6564 20
1050391 137 1916 6576 4
1050391 132 2033 6472 22
1050402 134 1718 6490 3
1050442 46 2181 6210 19
1050459 55 2037 6428 25
1050463 65 1961 6440 38
1050471 73 1884 6549 46
1050477 42 2509 6007 22
1050498 63 1752 6505 25
1050514 66 1917 6442 20
1050547 82 2007 6476 20
1050561 41 1876 6392 20
1050567 40 2317 6100 18
1050600 122 1493 6822 21
1050606 116 1856 6557 2
1050644 72 2086 6402 57
1050658 83 1958 6515 22
1050658 123 2036 6524 29
1050671 131 1563 6891 36
1050672 43 2439 6035 17
1050714 135 1842 6539 25
1050724 74 2181 6512 34
1050726 129 1905 6557 21
1050739 54 2075 6291 21
1050749 71 1970 6451 28
1050790 75 1885 6504 30
1050793 81 2185 6457 3
1050812 76 1938 6495 2
1050813 69 2368 6122 2
1050852 48 1901 6385 20
1050862 138 1410 6918 26
1050862 136 1946 6563 21
1050869 137 1914 6574 4
1050876 133 1431 7028 27
1050885 132 2032 6470 23
1050895 134 1718 6488 2
1050936 46 2181 6212 14
1050936 55 2038 6430 25
1050957 65 1961 6438 37
1050965 73 1882 6545 46
1050971 42 2511 6010 25
1050976 63 1751 6503 25
1050992 66 1917 6440 20
1051041 82 2008 6475 18
1051055 41 1876 6391 16
1051061 40 2315 6099 18
1051094 122 1494 6824 22
1051100 116 1859 6559 1
1051135 123 2038 6525 30
1051136 83 1957 6512 22
1051138 72 2085 6400 59
1051164 131 1566 6893 35
1051165 43 2439 6034 16
1051191 135 1844 6542 24
1051202 74 2180 6510 33
1051220 129 1903 6559 20
1051227 71 1968 6449 28
1051233 54 2075 6290 24
1051268 75 1887 6505 32
1051287 81 2184 6456 4
1051306 76 1938 6495 2
1051308 69 2369 6121 1
1051325 48 1901 6384 22
1051355 138 1410 6919 27
1051355 136 1948 6564 19
1051362 137 1915 6576 3
1051370 133 1432 7032 29
1051378 132 2034 6473 24
1051389 134 1718 6489 3
1051414 46 2181 6209 20
1051430 55 2037 6429 26
1051435 65 1962 6441 37
1051442 73 1884 6549 47
1051448 42 2509 6007 23
1051469 63 1751 6505 25
1051486 66 1917 6442 21
1051535 82 2008 6476 21
1051549 41 1877 6392 20
1051555 40 2316 6100 17
1051578 116 1859 6556 1
1051587 122 1491 6822 21
1051628 123 2038 6524 30
1051630 83 1958 6515 22
1051631 72 2087 6402 60
1051641 131 1567 6891 35
1051643 43 2439 6034 13
1051684 135 1844 6540 21
1051696 74 2182 6512 33
1051697 129 1901 6557 23
1051720 71 1969 6450 26
1051726 54 2075 6292 22
1051762 75 1885 6504 32
1051780 81 2184 6457 4
1051784 76 1938 6494 1
1051786 69 2369 6122 1
1051818 48 1903 6384 24
1051832 138 1410 6918 27
1051848 133 1430 7028 29
1051849 136 1946 6563 20
1051856 132 2032 6470 22
1051856 137 1915 6576 3
1051867 134 1718 6489 2
1051908 46 2182 6211 30
1051924 55 2038 6431 24
1051929 65 1960 6439 38
1051935 73 1883 6546 46
1051942 42 2511 6009 23
1051963 63 1751 6503 27
1051980 66 1916 6440 21
1052012 82 2008 6475 19
1052028 41 1876 6391 20
1052033 40 2315 6098 17
1052065 122 1491 6824 21
1052072 116 1859 6558 0
1052108 83 1956 6514 21
1052109 72 2086 6400 59
1052120 123 2039 6524 28
1052134 131 1569 6892 36
1052136 43 2439 6034 10
1052176 135 1848 6542 21
1052190 74 2181 6511 33
1052190 129 1901 6560 25
1052198 71 1968 6450 27
1052204 54 2075 6291 23
1052257 75 1887 6506 33
1052258 81 2185 6456 5
1052278 76 1938 6496 3
1052280 69 2367 6120 2
1052296 48 1900 6384 25
1052325 138 1412 6919 27
1052326 136 1949 6566 20
1052333 137 1916 6577 3
1052341 133 1431 7032 31
1052349 132 2034 6473 23
1052360 134 1718 6490 2
1052401 55 2037 6430 26
1052402 46 2182 6209 20
1052423 65 1962 6440 37
1052429 73 1884 6550 47
1052435 42 2510 6007 21
1052440 63 1752 6505 26
1052458 66 1916 6442 20
1052507 82 2008 6477 20
1052522 41 1878 6391 21
1052527 40 2317 6098 17
1052550 116 1859 6555 2
1052559 122 1489 6821 22
1052597 123 2038 6522 29
1052602 83 1957 6514 23
1052603 72 2088 6402 60
1052627 131 1569 6890 36
1052629 43 2440 6035 13
1052668 74 2182 6512 36
1052669 135 1847 6540 22
1052683 129 1901 6557 24
1052692 71 1968 6451 28
1052698 54 2076 6292 24
1052735 75 1885 6503 33
1052751 81 2185 6458 4
1052759 69 2369 6121 2
1052772 76 1938 6494 2
1052789 48 1902 6386 26
1052818 138 1411 6918 25
1052819 136 1947 6564 20
1052827 137 1915 6576 4
1052835 133 1431 7029 28
1052842 132 2032 6470 24
1052854 134 1718 6488 0
1052880 46 2182 6212 20
1052895 55 2038 6432 26
1052901 65 1961 6439 37
1052906 73 1882 6546 46
1052913 42 2511 6010 20
1052934 63 1752 6502 26
1052952 66 1915 6441 21
1053000 82 2007 6475 20
1053006 40 2316 6098 18
1053016 41 1877 6391 20
1053037 122 1489 6824 18
1053044 116 1861 6558 1
1053081 72 2086 6401 57
1053090 123 2037 6525 29
1053096 83 1956 6512 22
1053106 43 2439 6033 17
1053120 131 1572 6893 36
1053146 135 1848 6542 23
1053161 129 1904 6559 21
1053162 74 2182 6511 33
1053186 71 1967 6448 26
1053192 54 2076 6291 23
1053230 75 1887 6506 33
1053245 81 2185 6457 1
1053250 76 1939 6495 1
1053253 69 2368 6120 1
1053283 48 1900 6384 23
1053310 138 1412 6919 28
1053314 136 1950 6566 21
1053314 133 1430 7033 28
1053320 132 2032 6473 23
1053321 137 1915 6577 3
1053331 134 1718 6488 5
1053374 46 2181 6209 19
1053388 55 2038 6430 26
1053395 65 1962 6440 36
1053400 73 1884 6549 46
1053406 42 2509 6006 23
1053427 63 1753 6505 25
1053445 66 1916 6442 18
1053478 82 2007 6478 21
1053494 41 1878 6391 19
1053500 40 2317 6100 20
1053530 122 1488 6821 23
1053538 116 1862 6557 0
1053574 83 1958 6513 21
1053575 72 2088 6402 56
1053583 123 2034 6522 31
1053597 131 1572 6890 35
1053599 43 2441 6035 17
1053638 135 1846 6540 23
1053654 129 1904 6557 22
1053656 74 2183 6513 33
1053664 71 1968 6451 27
1053669 54 2076 6293 21
1053708 75 1886 6503 32
1053722 81 2186 6457 4
1053743 76 1938 6496 2
1053748 69 2368 6123 1
1053776 48 1902 6386 20
1053787 138 1412 6917 29
1053798 137 1915 6577 3
1053805 136 1950 6565 20
1053806 133 1430 7030 29
1053813 132 2030 6470 22
1053825 134 1718 6488 2
1053866 55 2039 6432 25
1053868 46 2182 6211 15
1053888 65 1961 6438 38
1053893 73 1882 6545 45
1053900 42 2511 6008 24
1053905 63 1752 6503 23
1053924 66 1915 6441 21
1053972 82 2007 6476 20
1053988 41 1877 6391 19
1053994 40 2315 6097 18
1054017 116 1863 6557 1
1054024 122 1489 6824 20
1054068 83 1956 6511 25
1054068 72 2086 6400 59
1054076 123 2033 6525 31
1054091 131 1573 6893 36
1054092 43 2439 6033 16
1054131 135 1848 6542 22
1054134 74 2183 6512 32
1054147 129 1908 6560 23
1054158 71 1967 6449 23
1054163 54 2076 6292 24
1054202 75 1887 6506 33
1054215 81 2186 6456 3
1054221 76 1939 6494 2
1054226 69 2368 6120 1
1054254 48 1900 6386 23
1054280 138 1414 6918 27
1054282 136 1951 6565 21
1054292 137 1916 6578 3
1054299 133 1430 7034 27
1054307 132 2029 6472 21
1054319 134 1718 6489 2
1054346 46 2182 6211 17
1054359 55 2038 6430 29
1054366 65 1961 6441 37
1054371 73 1883 6548 46
1054377 42 2510 6006 23
1054398 63 1754 6505 30
1054417 66 1916 6442 16
1054466 82 2008 6478 20
1054466 41 1878 6392 20
1054472 40 2316 6098 19
1054502 122 1487 6822 21
1054514 116 1862 6554 2
1054546 72 2087 6402 58
1054552 123 2030 6522 30
1054562 83 1959 6515 24
1054584 131 1572 6890 35
1054585 43 2440 6034 12
1054608 135 1848 6540 21
1054624 129 1909 6558 23
1054627 74 2185 6513 34
1054652 71 1967 6450 27
1054657 54 2075 6293 25
1054697 75 1886 6504 34
1054709 81 2187 6456 4
1054715 76 1938 6494 0
1054720 69 2368 6122 1
1054747 48 1903 6386 24
1054773 138 1415 6916 26
1054775 136 1949 6565 20
1054777 133 1429 7030 27
1054784 132 2026 6470 23
1054785 137 1914 6577 4
1054796 134 1718 6488 2
1054840 46 2183 6212 20
1054853 55 2039 6432 26
1054860 65 1961 6438 37
1054864 73 1882 6546 46
1054871 42 2511 6008 22
1054892 63 1753 6502 24
1054911 66 1914 6439 19
1054944 82 2007 6476 20
1054960 41 1878 6390 18
1054966 40 2314 6098 18
1054996 122 1489 6824 17
1055004 116 1863 6557 3
1055040 83 1958 6511 22
1055040 72 2086 6401 56
1055045 123 2030 6525 31
1055061 131 1573 6893 38
1055062 43 2439 6034 13
1055100 135 1849 6542 22
1055105 74 2183 6512 35
1055118 129 1913 6560 24
1055129 71 1967 6448 28
1055134 54 2075 6291 23
1055175 75 1888 6504 33
1055186 81 2187 6456 4
1055199 69 2368 6120 0
1055209 76 1939 6495 1
1055225 48 1901 6385 23
1055250 138 1418 6918 26
1055263 137 1916 6577 4
1055268 136 1952 6565 20
1055270 133 1429 7035 27
1055278 132 2025 6472 26
1055290 134 1718 6488 2
1055331 55 2037 6430 26
1055334 46 2183 6211 20
1055354 65 1962 6440 37
1055357 73 1882 6549 44
1055364 42 2509 6006 20
1055369 63 1754 6504 26
1055389 66 1916 6440 18
1055438 82 2007 6478 24
1055455 41 1880 6390 20
1055460 40 2315 6098 18
1055483 116 1863 6555 1
1055489 122 1486 6822 22
1055533 83 1959 6513 22
1055534 72 2088 6402 57
1055538 123 2027 6522 29
1055554 131 1572 6890 36
1055555 43 2441 6034 16
1055593 135 1849 6540 23
1055599 74 2185 6513 22
1055611 129 1914 6558 24
1055623 71 1968 6450 26
1055628 54 2074 6292 23
1055669 75 1887 6502 32
1055680 81 2188 6458 2
1055687 76 1938 6494 5
1055693 69 2368 6122 2
1055720 48 1903 6386 23
1055743 138 1418 6916 28
1055746 136 1951 6565 22
1055756 137 1916 6577 2
1055764 133 1428 7032 26
1055771 132 2021 6470 20
1055784 134 1718 6488 2
1055812 46 2183 6211 30
1055824 55 2038 6431 26
1055832 65 1961 6438 37
1055835 73 1881 6544 47
1055842 42 2511 6008 22
1055863 63 1753 6502 24
1055883 66 1914 6440 21
1055932 82 2007 6475 20
1055933 41 1880 6390 19
1055939 40 2313 6098 18
1055967 122 1488 6824 21
1055976 116 1866 6556 5
1056011 72 2087 6402 56
1056015 123 2027 6524 29
1056027 83 1958 6512 23
1056047 131 1573 6892 35
1056048 43 2439 6032 17
1056086 135 1851 6541 23
1056088 129 1917 6561 22
1056093 74 2185 6512 2
1056117 71 1967 6448 27
1056122 54 2074 6290 25
1056164 75 1888 6506 32
1056173 81 2187 6456 2
1056181 76 1938 6496 1
1056188 69 2367 6120 0
1056212 48 1901 6386 20
1056235 138 1419 6918 31
1056239 136 1952 6568 22
1056241 133 1428 7035 28
1056249 132 2020 6472 20
1056250 137 1916 6577 3
1056261 134 1719 6489 2
1056306 46 2182 6210 19
1056318 55 2037 6430 25
1056326 65 1962 6441 35
1056328 73 1882 6548 45
1056336 42 2510 6005 23
1056356 63 1754 6503 25
1056377 66 1916 6442 20
1056410 82 2008 6477 25
1056427 41 1883 6390 20
1056433 40 2313 6098 15
1056461 122 1486 6821 22
1056470 116 1866 6554 2
1056505 72 2088 6403 63
1056505 83 1959 6516 22
1056508 123 2024 6522 32
1056524 131 1571 6890 34
1056525 43 2441 6033 17
1056562 135 1851 6539 23
1056571 74 2188 6514 1
1056581 129 1918 6558 23
1056595 71 1968 6450 27
1056599 54 2074 6292 25
1056642 75 1887 6503 33
1056651 81 2187 6457 2
1056666 69 2369 6124 3
1056675 76 1938 6494 0
1056705 48 1902 6386 21
1056728 137 1916 6576 4
1056728 138 1418 6914 28
1056732 136 1951 6565 20
1056735 133 1428 7032 29
1056742 132 2016 6469 22
1056755 134 1718 6488 2
1056795 55 2038 6432 26
1056801 46 2184 6211 20
1056820 65 1962 6438 37
1056822 73 1881 6546 51
1056829 42 2511 6007 27
1056834 63 1752 6502 27
1056854 66 1914 6439 21
1056904 82 2008 6474 21
1056911 40 2311 6097 19
1056921 41 1883 6389 20
1056948 116 1867 6555 0
1056955 122 1487 6824 20
1056999 72 2086 6402 60
1056999 83 1957 6512 17
1057000 123 2026 6523 31
1057017 131 1572 6892 39
1057018 43 2439 6032 15
1057055 135 1853 6541 22
1057065 74 2187 6512 1
1057074 129 1922 6561 23
1057089 71 1967 6449 27
1057093 54 2073 6291 24
1057137 75 1888 6504 33
1057144 81 2188 6456 2
1057152 76 1938 6496 2
1057160 69 2367 6120 2
1057183 48 1901 6384 24
1057205 138 1418 6917 28
1057209 136 1954 6568 20
1057221 137 1917 6576 4
1057229 133 1428 7036 27
1057235 132 2015 6472 23
1057248 134 1719 6490 1
1057279 46 2183 6209 19
1057289 55 2037 6431 24
1057298 65 1962 6440 37
1057299 73 1882 6548 47
1057307 42 2510 6005 23
1057328 63 1753 6505 24
1057348 66 1915 6441 20
1057382 82 2008 6477 20
1057399 41 1885 6390 20
1057405 40 2312 6098 18
1057432 122 1486 6820 22
1057443 116 1868 6553 1
1057477 72 2088 6402 58
1057493 123 2025 6522 30
1057493 83 1958 6514 21
1057510 131 1570 6890 35
1057511 43 2441 6034 14
1057548 135 1853 6539 20
1057559 74 2189 6512 2
1057568 129 1922 6559 23
1057583 71 1968 6450 27
